t,power,slowness,back_azi
2020-01-01T01:30:46.745000Z,862118.188831,0.16,81.0
2020-01-01T01:30:46.755000Z,856049.194435,0.16,84.0
2020-01-01T01:30:46.765000Z,942740.237876,0.16,78.0
2020-01-01T01:30:46.775000Z,1111395.48885,0.16,69.0
2020-01-01T01:30:46.785000Z,1086756.19098,0.6,306.0
2020-01-01T01:30:46.795000Z,1155742.41626,0.6,306.0
2020-01-01T01:30:46.805000Z,1085562.99935,0.6,306.0
2020-01-01T01:30:46.815000Z,1090438.97931,0.2,78.0
2020-01-01T01:30:46.825000Z,975055.965236,0.16,69.0
2020-01-01T01:30:46.835000Z,833514.853175,0.16,72.0
2020-01-01T01:30:46.845000Z,740444.036628,0.16,72.0
2020-01-01T01:30:46.855000Z,776589.411344,0.6,309.0
2020-01-01T01:30:46.865000Z,739553.588591,0.2,72.0
2020-01-01T01:30:46.875000Z,901484.277838,0.16,75.0
2020-01-01T01:30:46.885000Z,1334178.00926,0.04,99.0
2020-01-01T01:30:46.895000Z,1526943.11725,0.08,78.0
2020-01-01T01:30:46.905000Z,1690194.59267,0.08,87.0
2020-01-01T01:30:46.915000Z,1700973.56357,0.08,60.0
2020-01-01T01:30:46.925000Z,1759987.05519,0.08,66.0
2020-01-01T01:30:46.935000Z,1688396.71381,0.08,63.0
2020-01-01T01:30:46.945000Z,1373110.0581,0.08,66.0
2020-01-01T01:30:46.955000Z,1257618.89612,0.48,159.0
2020-01-01T01:30:46.965000Z,1956032.13074,0.48,159.0
2020-01-01T01:30:46.975000Z,2484968.29704,0.44,156.0
2020-01-01T01:30:46.985000Z,2900091.97554,0.44,156.0
2020-01-01T01:30:46.995000Z,3118319.10569,0.48,159.0
2020-01-01T01:30:47.005000Z,3320825.07372,0.44,159.0
2020-01-01T01:30:47.015000Z,3513203.81326,0.44,156.0
2020-01-01T01:30:47.025000Z,3316364.28539,0.44,159.0
2020-01-01T01:30:47.035000Z,3176933.28771,0.44,156.0
2020-01-01T01:30:47.045000Z,3278211.53697,0.4,156.0
2020-01-01T01:30:47.055000Z,2962815.33562,0.44,159.0
2020-01-01T01:30:47.065000Z,3247132.68501,0.44,162.0
2020-01-01T01:30:47.075000Z,3365936.17559,0.4,162.0
2020-01-01T01:30:47.085000Z,3863466.61442,0.4,162.0
2020-01-01T01:30:47.095000Z,4164251.90874,0.4,159.0
2020-01-01T01:30:47.105000Z,4220801.2454,0.4,159.0
2020-01-01T01:30:47.115000Z,4062949.14233,0.4,159.0
2020-01-01T01:30:47.125000Z,4163039.4656,0.4,156.0
2020-01-01T01:30:47.135000Z,4135702.71872,0.4,156.0
2020-01-01T01:30:47.145000Z,3914991.05964,0.4,153.0
2020-01-01T01:30:47.155000Z,3177699.68889,0.4,153.0
2020-01-01T01:30:47.165000Z,2335077.56867,0.4,153.0
2020-01-01T01:30:47.175000Z,1824066.89744,0.4,150.0
2020-01-01T01:30:47.185000Z,1288955.49464,0.44,180.0
2020-01-01T01:30:47.195000Z,1227466.13502,0.44,183.0
2020-01-01T01:30:47.205000Z,882446.36404,0.44,186.0
2020-01-01T01:30:47.215000Z,870729.714359,0.36,159.0
2020-01-01T01:30:47.225000Z,940517.656352,0.24,135.0
2020-01-01T01:30:47.235000Z,752812.84593,0.24,135.0
2020-01-01T01:30:47.245000Z,877010.810197,0.24,138.0
2020-01-01T01:30:47.255000Z,918060.571849,0.24,138.0
2020-01-01T01:30:47.265000Z,927504.9199,0.24,147.0
2020-01-01T01:30:47.275000Z,857876.264195,0.24,144.0
2020-01-01T01:30:47.285000Z,809518.506719,0.48,228.0
2020-01-01T01:30:47.295000Z,728812.859748,0.48,228.0
2020-01-01T01:30:47.305000Z,690984.586626,0.44,225.0
2020-01-01T01:30:47.315000Z,610727.625109,0.36,9.0
2020-01-01T01:30:47.325000Z,676636.744041,0.36,9.0
2020-01-01T01:30:47.335000Z,580906.461433,1.0,321.0
2020-01-01T01:30:47.345000Z,920573.417078,0.2,309.0
2020-01-01T01:30:47.355000Z,977285.043694,0.2,309.0
2020-01-01T01:30:47.365000Z,944987.091392,0.2,309.0
2020-01-01T01:30:47.375000Z,1009001.72208,0.24,309.0
2020-01-01T01:30:47.385000Z,1090302.98965,0.32,291.0
2020-01-01T01:30:47.395000Z,1079353.15981,0.28,291.0
2020-01-01T01:30:47.405000Z,1136379.90835,0.08,144.0
2020-01-01T01:30:47.415000Z,1214599.5768,0.08,141.0
2020-01-01T01:30:47.425000Z,903121.020473,0.16,201.0
2020-01-01T01:30:47.435000Z,908216.685276,0.16,198.0
2020-01-01T01:30:47.445000Z,845942.480945,0.08,129.0
2020-01-01T01:30:47.455000Z,812009.186819,0.08,126.0
2020-01-01T01:30:47.465000Z,1154744.98051,0.32,69.0
2020-01-01T01:30:47.475000Z,1233877.94106,0.32,69.0
2020-01-01T01:30:47.485000Z,1539276.09256,0.32,69.0
2020-01-01T01:30:47.495000Z,1741920.93845,0.32,69.0
2020-01-01T01:30:47.505000Z,1815907.14611,0.32,69.0
2020-01-01T01:30:47.515000Z,1808066.08621,0.32,69.0
2020-01-01T01:30:47.525000Z,1900013.51791,0.32,69.0
2020-01-01T01:30:47.535000Z,2104538.26798,0.12,186.0
2020-01-01T01:30:47.545000Z,2456963.07379,0.16,183.0
2020-01-01T01:30:47.555000Z,2538647.52662,0.16,183.0
2020-01-01T01:30:47.565000Z,2205753.47018,0.16,180.0
2020-01-01T01:30:47.575000Z,2153539.74118,0.16,180.0
2020-01-01T01:30:47.585000Z,2018275.68411,0.16,180.0
2020-01-01T01:30:47.595000Z,2234086.84797,0.16,177.0
2020-01-01T01:30:47.605000Z,2509074.42839,0.16,177.0
2020-01-01T01:30:47.615000Z,2665111.42124,0.12,174.0
2020-01-01T01:30:47.625000Z,2577254.88569,0.12,174.0
2020-01-01T01:30:47.635000Z,2611299.0173,0.12,174.0
2020-01-01T01:30:47.645000Z,2690396.49831,0.12,174.0
2020-01-01T01:30:47.655000Z,2729539.52771,0.12,171.0
2020-01-01T01:30:47.665000Z,2819058.02527,0.12,168.0
2020-01-01T01:30:47.675000Z,2622707.78696,0.12,168.0
2020-01-01T01:30:47.685000Z,2623182.06044,0.12,165.0
2020-01-01T01:30:47.695000Z,2608280.12696,0.12,165.0
2020-01-01T01:30:47.705000Z,2681666.1672,0.12,162.0
2020-01-01T01:30:47.715000Z,2654328.9632,0.12,162.0
2020-01-01T01:30:47.725000Z,2293175.90133,0.12,150.0
2020-01-01T01:30:47.735000Z,1623217.53748,0.12,135.0
2020-01-01T01:30:47.745000Z,1449954.45277,0.08,129.0
2020-01-01T01:30:47.755000Z,1569658.4833,0.08,132.0
2020-01-01T01:30:47.765000Z,1343191.59449,0.08,132.0
2020-01-01T01:30:47.775000Z,1365729.39526,0.08,129.0
2020-01-01T01:30:47.785000Z,2285859.66578,0.12,120.0
2020-01-01T01:30:47.795000Z,3037578.58543,0.12,114.0
2020-01-01T01:30:47.805000Z,3173330.66162,0.12,114.0
2020-01-01T01:30:47.815000Z,3060519.68769,0.12,114.0
2020-01-01T01:30:47.825000Z,2888432.33183,0.12,114.0
2020-01-01T01:30:47.835000Z,3040919.18187,0.12,114.0
2020-01-01T01:30:47.845000Z,2970469.26993,0.12,114.0
2020-01-01T01:30:47.855000Z,3108917.80853,0.12,114.0
2020-01-01T01:30:47.865000Z,3081901.44006,0.12,114.0
2020-01-01T01:30:47.875000Z,3124423.38198,0.12,114.0
2020-01-01T01:30:47.885000Z,3223452.42353,0.12,114.0
2020-01-01T01:30:47.895000Z,3315403.75497,0.12,114.0
2020-01-01T01:30:47.905000Z,3181066.11714,0.12,114.0
2020-01-01T01:30:47.915000Z,3387312.05792,0.12,114.0
2020-01-01T01:30:47.925000Z,3113859.59327,0.12,117.0
2020-01-01T01:30:47.935000Z,2258265.64069,0.12,120.0
2020-01-01T01:30:47.945000Z,1983197.52157,0.12,123.0
2020-01-01T01:30:47.955000Z,1900977.21096,0.12,120.0
2020-01-01T01:30:47.965000Z,2040467.54403,0.12,117.0
2020-01-01T01:30:47.975000Z,1876260.8507,0.12,114.0
2020-01-01T01:30:47.985000Z,1041920.71609,0.08,117.0
2020-01-01T01:30:47.995000Z,808078.910759,0.32,156.0
2020-01-01T01:30:48.005000Z,726784.171405,0.12,117.0
2020-01-01T01:30:48.015000Z,653652.580125,0.32,159.0
2020-01-01T01:30:48.025000Z,882404.593828,0.16,195.0
2020-01-01T01:30:48.035000Z,1148245.20856,0.2,192.0
2020-01-01T01:30:48.045000Z,1021740.43393,0.2,192.0
2020-01-01T01:30:48.055000Z,987268.572742,0.2,192.0
2020-01-01T01:30:48.065000Z,958865.461269,0.2,192.0
2020-01-01T01:30:48.075000Z,1013306.26945,0.2,189.0
2020-01-01T01:30:48.085000Z,973072.735172,0.16,189.0
2020-01-01T01:30:48.095000Z,1021535.89531,0.16,186.0
2020-01-01T01:30:48.105000Z,1070489.68353,0.32,255.0
2020-01-01T01:30:48.115000Z,1236965.4277,0.32,255.0
2020-01-01T01:30:48.125000Z,1190188.0804,0.32,255.0
2020-01-01T01:30:48.135000Z,1056342.6458,0.32,252.0
2020-01-01T01:30:48.145000Z,994606.862213,0.32,252.0
2020-01-01T01:30:48.155000Z,1093584.80347,0.64,0.0
2020-01-01T01:30:48.165000Z,1050008.30426,0.32,246.0
2020-01-01T01:30:48.175000Z,1071778.64363,0.32,246.0
2020-01-01T01:30:48.185000Z,1227517.21994,0.68,120.0
2020-01-01T01:30:48.195000Z,1513200.89165,0.24,213.0
2020-01-01T01:30:48.205000Z,1651734.90495,0.24,213.0
2020-01-01T01:30:48.215000Z,1664108.04472,0.24,216.0
2020-01-01T01:30:48.225000Z,1724820.63746,0.44,288.0
2020-01-01T01:30:48.235000Z,3473238.93691,0.28,177.0
2020-01-01T01:30:48.245000Z,6198114.72452,0.32,174.0
2020-01-01T01:30:48.255000Z,6805931.6157,0.32,177.0
2020-01-01T01:30:48.265000Z,7357923.42551,0.32,177.0
2020-01-01T01:30:48.275000Z,7442255.93805,0.32,177.0
2020-01-01T01:30:48.285000Z,8003422.63183,0.32,177.0
2020-01-01T01:30:48.295000Z,8043650.3996,0.32,177.0
2020-01-01T01:30:48.305000Z,7596952.29273,0.32,177.0
2020-01-01T01:30:48.315000Z,7982800.87749,0.32,177.0
2020-01-01T01:30:48.325000Z,8673686.00001,0.32,177.0
2020-01-01T01:30:48.335000Z,8647560.18451,0.32,177.0
2020-01-01T01:30:48.345000Z,8794788.65202,0.32,177.0
2020-01-01T01:30:48.355000Z,8925365.45523,0.32,177.0
2020-01-01T01:30:48.365000Z,8762581.34138,0.32,177.0
2020-01-01T01:30:48.375000Z,8339900.23826,0.32,177.0
2020-01-01T01:30:48.385000Z,8343324.82238,0.32,177.0
2020-01-01T01:30:48.395000Z,8625109.95026,0.32,177.0
2020-01-01T01:30:48.405000Z,8529562.44287,0.32,177.0
2020-01-01T01:30:48.415000Z,7753231.94068,0.32,177.0
2020-01-01T01:30:48.425000Z,5872910.82573,0.32,177.0
2020-01-01T01:30:48.435000Z,4694924.97939,0.24,246.0
2020-01-01T01:30:48.445000Z,3587948.69727,0.24,249.0
2020-01-01T01:30:48.455000Z,2946600.34117,0.28,201.0
2020-01-01T01:30:48.465000Z,2498512.24536,0.28,201.0
2020-01-01T01:30:48.475000Z,1767064.36807,0.28,201.0
2020-01-01T01:30:48.485000Z,1198639.40164,0.56,207.0
2020-01-01T01:30:48.495000Z,969299.553736,0.56,210.0
2020-01-01T01:30:48.505000Z,974334.966807,0.52,177.0
2020-01-01T01:30:48.515000Z,1026284.82023,0.08,105.0
2020-01-01T01:30:48.525000Z,1019911.9069,0.08,105.0
2020-01-01T01:30:48.535000Z,901210.112777,0.56,180.0
2020-01-01T01:30:48.545000Z,883398.75399,0.56,180.0
2020-01-01T01:30:48.555000Z,768381.064396,0.56,180.0
2020-01-01T01:30:48.565000Z,775279.821239,0.08,90.0
2020-01-01T01:30:48.575000Z,804100.589765,0.4,228.0
2020-01-01T01:30:48.585000Z,936997.151324,0.4,228.0
2020-01-01T01:30:48.595000Z,909861.292513,0.4,228.0
2020-01-01T01:30:48.605000Z,696474.395659,0.4,228.0
2020-01-01T01:30:48.615000Z,684757.026873,0.6,186.0
2020-01-01T01:30:48.625000Z,563084.19418,1.0,180.0
2020-01-01T01:30:48.635000Z,635598.184852,0.4,231.0
2020-01-01T01:30:48.645000Z,792605.892438,0.48,183.0
2020-01-01T01:30:48.655000Z,944750.81426,0.48,183.0
2020-01-01T01:30:48.665000Z,989048.829624,0.48,183.0
2020-01-01T01:30:48.675000Z,1136763.20956,0.48,183.0
2020-01-01T01:30:48.685000Z,1048648.4865,0.48,183.0
2020-01-01T01:30:48.695000Z,831764.140919,0.48,183.0
2020-01-01T01:30:48.705000Z,772018.953615,0.4,228.0
2020-01-01T01:30:48.715000Z,730497.732195,0.32,99.0
2020-01-01T01:30:48.725000Z,769492.40666,0.48,30.0
2020-01-01T01:30:48.735000Z,732204.188135,0.32,99.0
2020-01-01T01:30:48.745000Z,863291.18207,0.32,99.0
2020-01-01T01:30:48.755000Z,939266.669467,0.32,99.0
2020-01-01T01:30:48.765000Z,768465.454411,0.32,96.0
2020-01-01T01:30:48.775000Z,787025.048784,0.32,96.0
2020-01-01T01:30:48.785000Z,1041383.72372,0.36,75.0
2020-01-01T01:30:48.795000Z,1080047.9757,0.36,75.0
2020-01-01T01:30:48.805000Z,1009909.15442,0.36,75.0
2020-01-01T01:30:48.815000Z,955724.465454,0.68,84.0
2020-01-01T01:30:48.825000Z,905420.983747,0.68,84.0
2020-01-01T01:30:48.835000Z,970207.76708,0.48,69.0
2020-01-01T01:30:48.845000Z,926436.395205,0.44,69.0
2020-01-01T01:30:48.855000Z,767979.826078,0.52,33.0
2020-01-01T01:30:48.865000Z,590553.589218,0.48,69.0
2020-01-01T01:30:48.875000Z,610646.335696,0.2,111.0
2020-01-01T01:30:48.885000Z,718332.543218,0.2,108.0
2020-01-01T01:30:48.895000Z,644075.319643,0.2,108.0
2020-01-01T01:30:48.905000Z,782588.363283,0.2,180.0
2020-01-01T01:30:48.915000Z,1023339.08248,0.2,180.0
2020-01-01T01:30:48.925000Z,2333089.81611,0.36,294.0
2020-01-01T01:30:48.935000Z,9483316.14312,0.36,297.0
2020-01-01T01:30:48.945000Z,12873814.7505,0.36,297.0
2020-01-01T01:30:48.955000Z,13423862.9877,0.36,297.0
2020-01-01T01:30:48.965000Z,13625713.4223,0.36,297.0
2020-01-01T01:30:48.975000Z,13543536.5644,0.36,297.0
2020-01-01T01:30:48.985000Z,13458614.4476,0.36,297.0
2020-01-01T01:30:48.995000Z,14390116.1695,0.36,297.0
2020-01-01T01:30:49.005000Z,14686639.96,0.36,297.0
2020-01-01T01:30:49.015000Z,14696320.5684,0.36,297.0
2020-01-01T01:30:49.025000Z,14519575.8548,0.36,297.0
2020-01-01T01:30:49.035000Z,14590761.1577,0.36,297.0
2020-01-01T01:30:49.045000Z,14954962.0217,0.36,297.0
2020-01-01T01:30:49.055000Z,14559436.3137,0.36,297.0
2020-01-01T01:30:49.065000Z,14439304.3421,0.36,297.0
2020-01-01T01:30:49.075000Z,14262817.1957,0.36,297.0
2020-01-01T01:30:49.085000Z,14358942.0183,0.36,297.0
2020-01-01T01:30:49.095000Z,14160405.8717,0.36,297.0
2020-01-01T01:30:49.105000Z,13526316.8676,0.36,297.0
2020-01-01T01:30:49.115000Z,10434765.2385,0.32,297.0
2020-01-01T01:30:49.125000Z,9159427.90362,0.16,255.0
2020-01-01T01:30:49.135000Z,8486428.90599,0.16,252.0
2020-01-01T01:30:49.145000Z,7738158.81576,0.16,249.0
2020-01-01T01:30:49.155000Z,7806732.55743,0.16,249.0
2020-01-01T01:30:49.165000Z,8221351.519,0.16,252.0
2020-01-01T01:30:49.175000Z,8851650.09876,0.16,252.0
2020-01-01T01:30:49.185000Z,8618946.75228,0.16,252.0
2020-01-01T01:30:49.195000Z,8455022.95964,0.16,252.0
2020-01-01T01:30:49.205000Z,8520439.98789,0.16,252.0
2020-01-01T01:30:49.215000Z,7884778.47598,0.16,255.0
2020-01-01T01:30:49.225000Z,5581740.16543,0.16,258.0
2020-01-01T01:30:49.235000Z,5107486.69844,0.16,258.0
2020-01-01T01:30:49.245000Z,2584880.61402,0.12,261.0
2020-01-01T01:30:49.255000Z,803280.507932,0.04,48.0
2020-01-01T01:30:49.265000Z,758309.096497,0.12,132.0
2020-01-01T01:30:49.275000Z,775368.982019,0.48,279.0
2020-01-01T01:30:49.285000Z,889013.978891,0.48,279.0
2020-01-01T01:30:49.295000Z,1256182.26219,0.24,81.0
2020-01-01T01:30:49.305000Z,6111076.80078,0.2,246.0
2020-01-01T01:30:49.315000Z,33331730.7677,0.24,246.0
2020-01-01T01:30:49.325000Z,61102346.6547,0.24,243.0
2020-01-01T01:30:49.335000Z,79312001.9026,0.24,246.0
2020-01-01T01:30:49.345000Z,90262948.0403,0.24,246.0
2020-01-01T01:30:49.355000Z,93753598.9981,0.24,246.0
2020-01-01T01:30:49.365000Z,97695587.7093,0.24,246.0
2020-01-01T01:30:49.375000Z,102228405.931,0.24,243.0
2020-01-01T01:30:49.385000Z,106519015.145,0.24,243.0
2020-01-01T01:30:49.395000Z,108429936.335,0.24,246.0
2020-01-01T01:30:49.405000Z,110427589.955,0.24,246.0
2020-01-01T01:30:49.415000Z,112686352.842,0.24,246.0
2020-01-01T01:30:49.425000Z,114403816.771,0.24,246.0
2020-01-01T01:30:49.435000Z,116874757.082,0.24,243.0
2020-01-01T01:30:49.445000Z,117640518.142,0.24,246.0
2020-01-01T01:30:49.455000Z,120294840.472,0.24,246.0
2020-01-01T01:30:49.465000Z,120644035.804,0.24,246.0
2020-01-01T01:30:49.475000Z,120390602.467,0.24,246.0
2020-01-01T01:30:49.485000Z,121036039.966,0.24,246.0
2020-01-01T01:30:49.495000Z,119770765.922,0.24,243.0
2020-01-01T01:30:49.505000Z,100776485.899,0.2,246.0
2020-01-01T01:30:49.515000Z,60855973.6044,0.2,246.0
2020-01-01T01:30:49.525000Z,37806112.7084,0.16,240.0
2020-01-01T01:30:49.535000Z,18030657.4171,0.16,240.0
2020-01-01T01:30:49.545000Z,11240803.0869,0.2,234.0
2020-01-01T01:30:49.555000Z,9087696.97543,0.12,246.0
2020-01-01T01:30:49.565000Z,6220343.09345,0.12,243.0
2020-01-01T01:30:49.575000Z,2986287.33515,0.2,222.0
2020-01-01T01:30:49.585000Z,1913454.25007,0.2,222.0
2020-01-01T01:30:49.595000Z,1378635.88647,0.12,249.0
2020-01-01T01:30:49.605000Z,1303424.51554,0.12,252.0
2020-01-01T01:30:49.615000Z,1561910.05825,0.24,189.0
2020-01-01T01:30:49.625000Z,1645520.72056,0.28,198.0
2020-01-01T01:30:49.635000Z,1517354.25558,0.28,198.0
2020-01-01T01:30:49.645000Z,1517400.00887,0.24,186.0
2020-01-01T01:30:49.655000Z,1494173.44124,0.24,189.0
2020-01-01T01:30:49.665000Z,1667177.71186,0.24,186.0
2020-01-01T01:30:49.675000Z,1781294.04965,0.28,177.0
2020-01-01T01:30:49.685000Z,2677558.91484,0.32,162.0
2020-01-01T01:30:49.695000Z,4304936.37994,0.32,162.0
2020-01-01T01:30:49.705000Z,4643939.33099,0.36,162.0
2020-01-01T01:30:49.715000Z,4792976.18727,0.36,162.0
2020-01-01T01:30:49.725000Z,5038323.3336,0.36,162.0
2020-01-01T01:30:49.735000Z,5105751.26818,0.36,162.0
2020-01-01T01:30:49.745000Z,5015583.14656,0.36,162.0
2020-01-01T01:30:49.755000Z,5166842.03318,0.36,162.0
2020-01-01T01:30:49.765000Z,5244228.03421,0.36,162.0
2020-01-01T01:30:49.775000Z,5485029.72153,0.36,159.0
2020-01-01T01:30:49.785000Z,5857823.94629,0.36,159.0
2020-01-01T01:30:49.795000Z,6848055.40554,0.36,159.0
2020-01-01T01:30:49.805000Z,7638390.07158,0.32,159.0
2020-01-01T01:30:49.815000Z,9042241.71548,0.32,159.0
2020-01-01T01:30:49.825000Z,10932798.4933,0.32,162.0
2020-01-01T01:30:49.835000Z,11900855.5271,0.36,159.0
2020-01-01T01:30:49.845000Z,12085061.1171,0.36,159.0
2020-01-01T01:30:49.855000Z,11852892.3953,0.36,159.0
2020-01-01T01:30:49.865000Z,11050051.0176,0.36,159.0
2020-01-01T01:30:49.875000Z,9686593.42571,0.32,159.0
2020-01-01T01:30:49.885000Z,7153942.50233,0.32,159.0
2020-01-01T01:30:49.895000Z,5000751.4554,0.32,159.0
2020-01-01T01:30:49.905000Z,4170836.03322,0.32,159.0
2020-01-01T01:30:49.915000Z,3630839.84592,0.32,159.0
2020-01-01T01:30:49.925000Z,3256712.37278,0.32,159.0
2020-01-01T01:30:49.935000Z,3063307.01988,0.32,162.0
2020-01-01T01:30:49.945000Z,3169684.18289,0.32,162.0
2020-01-01T01:30:49.955000Z,3079243.11688,0.32,165.0
2020-01-01T01:30:49.965000Z,3258712.35014,0.32,165.0
2020-01-01T01:30:49.975000Z,3392498.63784,0.32,165.0
2020-01-01T01:30:49.985000Z,3127777.15473,0.32,165.0
2020-01-01T01:30:49.995000Z,2874234.48428,0.36,165.0
2020-01-01T01:30:50.005000Z,2651775.61181,0.36,165.0
2020-01-01T01:30:50.015000Z,1854145.50955,0.36,165.0
2020-01-01T01:30:50.025000Z,1013324.39882,0.28,300.0
2020-01-01T01:30:50.035000Z,2257708.81603,0.36,294.0
2020-01-01T01:30:50.045000Z,3929143.33915,0.36,294.0
2020-01-01T01:30:50.055000Z,4589317.90313,0.36,291.0
2020-01-01T01:30:50.065000Z,4342591.61667,0.36,291.0
2020-01-01T01:30:50.075000Z,4589325.66091,0.36,291.0
2020-01-01T01:30:50.085000Z,4504783.016,0.36,291.0
2020-01-01T01:30:50.095000Z,4634054.87695,0.36,291.0
2020-01-01T01:30:50.105000Z,4406608.81232,0.36,291.0
2020-01-01T01:30:50.115000Z,5483538.88478,0.36,291.0
2020-01-01T01:30:50.125000Z,5545433.73549,0.08,147.0
2020-01-01T01:30:50.135000Z,6638812.05028,0.08,150.0
2020-01-01T01:30:50.145000Z,6958341.02209,0.08,153.0
2020-01-01T01:30:50.155000Z,6978972.83494,0.08,153.0
2020-01-01T01:30:50.165000Z,6953567.74045,0.08,150.0
2020-01-01T01:30:50.175000Z,7060240.51744,0.36,294.0
2020-01-01T01:30:50.185000Z,6768982.91201,0.36,294.0
2020-01-01T01:30:50.195000Z,6770271.68194,0.36,294.0
2020-01-01T01:30:50.205000Z,6832106.98779,0.32,294.0
2020-01-01T01:30:50.215000Z,6609186.71847,0.08,162.0
2020-01-01T01:30:50.225000Z,6775316.92701,0.08,165.0
2020-01-01T01:30:50.235000Z,6816602.37985,0.08,156.0
2020-01-01T01:30:50.245000Z,7564021.68602,0.08,150.0
2020-01-01T01:30:50.255000Z,7576193.06656,0.08,144.0
