t,power,slowness,back_azi
2020-01-01T01:30:50.265000Z,1531156.56424,0.16,207.0
2020-01-01T01:30:50.275000Z,1424936.81346,0.16,207.0
2020-01-01T01:30:50.285000Z,1128918.8333,0.16,204.0
2020-01-01T01:30:50.295000Z,1261455.9378,0.6,300.0
2020-01-01T01:30:50.305000Z,1072587.91485,0.6,300.0
2020-01-01T01:30:50.315000Z,1113910.73748,0.24,192.0
2020-01-01T01:30:50.325000Z,837899.715451,0.2,189.0
2020-01-01T01:30:50.335000Z,836841.312003,0.2,186.0
2020-01-01T01:30:50.345000Z,867108.390743,0.24,192.0
2020-01-01T01:30:50.355000Z,914844.440173,0.24,195.0
2020-01-01T01:30:50.365000Z,895090.637276,0.24,195.0
2020-01-01T01:30:50.375000Z,865783.077003,0.24,195.0
2020-01-01T01:30:50.385000Z,881408.428791,0.24,195.0
2020-01-01T01:30:50.395000Z,729426.71377,0.48,33.0
2020-01-01T01:30:50.405000Z,670268.569833,0.76,111.0
2020-01-01T01:30:50.415000Z,768649.384535,0.84,108.0
2020-01-01T01:30:50.425000Z,722918.733898,0.84,108.0
2020-01-01T01:30:50.435000Z,695746.751809,0.84,108.0
2020-01-01T01:30:50.445000Z,583970.295834,0.72,108.0
2020-01-01T01:30:50.455000Z,721981.321434,0.92,105.0
2020-01-01T01:30:50.465000Z,669155.25638,0.28,303.0
2020-01-01T01:30:50.475000Z,915862.352996,0.16,147.0
2020-01-01T01:30:50.485000Z,1086431.2465,0.2,147.0
2020-01-01T01:30:50.495000Z,2268251.01337,0.16,150.0
2020-01-01T01:30:50.505000Z,2490601.10668,0.16,150.0
2020-01-01T01:30:50.515000Z,2714720.44439,0.16,150.0
2020-01-01T01:30:50.525000Z,2783867.30947,0.16,150.0
2020-01-01T01:30:50.535000Z,2780097.6282,0.16,150.0
2020-01-01T01:30:50.545000Z,2847757.01695,0.16,150.0
2020-01-01T01:30:50.555000Z,2833473.95177,0.16,150.0
2020-01-01T01:30:50.565000Z,2969146.52591,0.16,150.0
2020-01-01T01:30:50.575000Z,2992283.143,0.16,150.0
2020-01-01T01:30:50.585000Z,2875769.21702,0.16,150.0
2020-01-01T01:30:50.595000Z,3811038.46542,0.16,147.0
2020-01-01T01:30:50.605000Z,24328598.1337,0.24,141.0
2020-01-01T01:30:50.615000Z,36023984.6068,0.24,141.0
2020-01-01T01:30:50.625000Z,36488503.9999,0.24,141.0
2020-01-01T01:30:50.635000Z,37003927.1514,0.24,141.0
2020-01-01T01:30:50.645000Z,36966760.7927,0.24,141.0
2020-01-01T01:30:50.655000Z,39893385.8473,0.24,141.0
2020-01-01T01:30:50.665000Z,43326508.8107,0.24,141.0
2020-01-01T01:30:50.675000Z,43995922.7087,0.24,141.0
2020-01-01T01:30:50.685000Z,43814681.1718,0.24,141.0
2020-01-01T01:30:50.695000Z,43377719.9152,0.24,141.0
2020-01-01T01:30:50.705000Z,43508344.8575,0.24,141.0
2020-01-01T01:30:50.715000Z,43431593.1409,0.24,141.0
2020-01-01T01:30:50.725000Z,42471789.9601,0.24,141.0
2020-01-01T01:30:50.735000Z,43480969.3592,0.24,141.0
2020-01-01T01:30:50.745000Z,43163448.8243,0.24,141.0
2020-01-01T01:30:50.755000Z,42554371.5348,0.24,141.0
2020-01-01T01:30:50.765000Z,42413645.7939,0.24,144.0
2020-01-01T01:30:50.775000Z,42574500.8354,0.24,144.0
2020-01-01T01:30:50.785000Z,42876912.5007,0.24,141.0
2020-01-01T01:30:50.795000Z,26602119.353,0.2,138.0
